epoch,acc,loss,val_acc,val_loss
0,0.2528823713823157,1.8393040054864016,0.2262468699663753,1.8520395160883907
1,0.3327527952917135,1.6834708743593845,0.3730844330446373,1.6263713889149911
2,0.3622557386206278,1.6224063906497213,0.398579000565178,1.5564439796610907
3,0.38524504511195823,1.5687934088355684,0.43089998203728586,1.4803501925957705
4,0.40440280051655586,1.5298923931175308,0.46712177192834337,1.3978114864700981
5,0.4180222230004253,1.495860722916283,0.47534133175242144,1.3993601045732413
6,0.427670765267324,1.4681365939906375,0.4821677458970518,1.3533801297543273
7,0.44090703263888686,1.4494600535277857,0.4967957764249487,1.326531209462647
8,0.4491971158875231,1.4316888562754913,0.5041794487529228,1.283637936881207
9,0.4563725660947752,1.4141191979378733,0.5221510291178434,1.2513773870517133
10,0.46274687380367835,1.4006509904291087,0.5295347016949313,1.2457200502761396
11,0.46501097217004433,1.3918306296544993,0.5306492180408592,1.2503104830068876
12,0.4744853530293361,1.3759524060282249,0.5335748241339828,1.2309140096773807
13,0.4787348914984779,1.3629879879558666,0.5358038571559144,1.229225681085263
14,0.4820091260585496,1.3578800164385523,0.5391474073479254,1.226802430874659
15,0.48225295203646595,1.3531507615065799,0.5199219956142918,1.2448410643620158
16,0.4895328990929536,1.3399715184824914,0.5479242252536257,1.189516512532276
17,0.48493503779406466,1.343193839791302,0.5465310793956464,1.2011699877008817
18,0.4925633076777042,1.333452037689666,0.5363611155904479,1.2250579431399757
19,0.4951060643003936,1.3286123031267547,0.5466703939388874,1.1854213381891432
20,0.4952802257173433,1.3235461464404579,0.5475062815616243,1.176134726054931
21,0.4920059911567526,1.3206205317736495,0.5541933811858492,1.1730953209604533
22,0.4981364728851442,1.3181514176643399,0.560601851605263,1.173362933904738
23,0.503012992445547,1.3060011683746442,0.5589300765154853,1.1702560644900941
24,0.5005050680971124,1.305761857741828,0.5656171761874569,1.169175393337591
25,0.5040231286397718,1.2972950100329874,0.5617163680446084,1.15751721623192
26,0.5078895120007594,1.2916100061302287,0.5706325006284864,1.1515314124190366
27,0.5043366191828071,1.2958733968058078,0.5735581067008506,1.143077395187925
28,0.5066703821106587,1.293039800837652,0.5646419738242638,1.1501200313553501
29,0.5046152774432829,1.2909870895872195,0.5697966133898,1.128830099064731
30,0.510989585151667,1.287584135460876,0.5665923779071058,1.1581173613875082
31,0.5090041450426627,1.2903145618409488,0.5759264545898711,1.1187045500824198
32,0.5134278449308304,1.2809918292068947,0.55795487465052,1.1560085856854734
33,0.5147514716644572,1.2750744250730153,0.5789913752034004,1.110467178134134
34,0.5124873733017246,1.2780281159483222,0.5762050836867328,1.118766484938315
35,0.5165279180786237,1.2711325556661621,0.5775982293474969,1.1245746811071822
36,0.512975025255481,1.2721287854359173,0.5594873349251074,1.1619049136719686
